n_pairs,test_retest,flip_rate,refusal_rate,mean_response_chars,agreement_vs_b0,ks_pa_vs_b0,ks_pa_pvalue,mean_abs_dev_b0,mean_abs_dev_cell,d_mean_abs_dev,cell,scope
100,0.9933333333333334,0.29896907216494845,0.01666666666666672,255.365,0.9795918367346939,0.04081632653061224,0.999999999999978,0.48639455782312924,0.5,0.013605442176870763,A_L23_probe,matched_100
100,0.9666666666666667,0.31958762886597936,0.010000000000000009,254.6075,0.9591836734693877,0.061224489795918366,0.9999937383109323,0.48639455782312924,0.47959183673469385,-0.006802721088435382,A_L23_random0,matched_100
100,0.9933333333333334,0.36363636363636365,0.0,250.6475,0.8163265306122449,0.08163265306122448,0.997345059724473,0.48639455782312924,0.5,0.013605442176870763,A_L23_random1,matched_100
100,0.9666666666666667,0.3229166666666667,0.023333333333333317,253.3975,0.9583333333333334,0.061224489795918366,0.9999937383109323,0.48639455782312924,0.5,0.013605442176870763,A_L23_random2,matched_100
100,0.98,0.2736842105263158,0.033333333333333326,248.7625,0.9591836734693877,0.04081632653061224,0.999999999999978,0.48639455782312924,0.4931972789115647,0.006802721088435437,A_L23_random3,matched_100
100,1.0,0.36082474226804123,0.020000000000000018,255.6075,0.9183673469387755,0.061224489795918366,0.9999937383109323,0.48639455782312924,0.5,0.013605442176870763,A_L23_random4,matched_100
100,0.9733333333333333,0.29896907216494845,0.026666666666666616,253.73,,,,,,,B0,matched_100
