n_pairs,test_retest,flip_rate,refusal_rate,mean_response_chars,agreement_vs_b0,ks_pa_vs_b0,ks_pa_pvalue,mean_abs_dev_b0,mean_abs_dev_cell,d_mean_abs_dev,cell,scope
615,0.9902439024390244,0.30390492359932086,0.020054200542005463,260.51747967479673,0.984472049689441,0.01238390092879257,0.9999999999999998,0.4927760577915377,0.4958720330237358,0.003095975232198067,A_L23_probe,full
100,0.9666666666666667,0.31958762886597936,0.010000000000000009,254.6075,0.9591836734693877,0.061224489795918366,0.9999937383109323,0.48639455782312924,0.47959183673469385,-0.006802721088435382,A_L23_random0,full
100,0.9933333333333334,0.36363636363636365,0.0,250.6475,0.8163265306122449,0.08163265306122448,0.997345059724473,0.48639455782312924,0.5,0.013605442176870763,A_L23_random1,full
100,0.9666666666666667,0.3229166666666667,0.023333333333333317,253.3975,0.9583333333333334,0.061224489795918366,0.9999937383109323,0.48639455782312924,0.5,0.013605442176870763,A_L23_random2,full
100,0.98,0.2736842105263158,0.033333333333333326,248.7625,0.9591836734693877,0.04081632653061224,0.999999999999978,0.48639455782312924,0.4931972789115647,0.006802721088435437,A_L23_random3,full
100,1.0,0.36082474226804123,0.020000000000000018,255.6075,0.9183673469387755,0.061224489795918366,0.9999937383109323,0.48639455782312924,0.5,0.013605442176870763,A_L23_random4,full
615,0.9815718157181573,0.29780033840947545,0.02384823848238482,260.0451219512195,,,,,,,B0,full
