target,mode,train_persona,train_size,layer,eval_persona,cohen_d,auc,n_pos,n_neg
harm,cross_persona,villain,3560,39,sadist,3.9297696407266978,0.997376,250,250
harm,cross_persona,villain,3560,39,villain,6.379927261874026,0.999984,250,250
harm,cross_persona,villain,3560,39,pathological_liar,3.147781247989784,0.980992,250,250
harm,cross_persona,villain,3560,39,Aura,3.044203508067099,0.982672,250,250
harm,cross_persona,villain,3560,39,mathematician,3.715333435199095,0.987456,250,250
harm,cross_persona,villain,3560,39,neutral_long,3.9125765143676534,0.9926079999999999,250,250
harm,cross_persona,villain,3560,46,default,2.1096603542716768,0.92712,250,250
harm,cross_persona,villain,3560,46,helpful_assistant,2.4296589724800133,0.954304,250,250
harm,cross_persona,villain,3560,46,sadist,4.321904851309023,0.996928,250,250
harm,cross_persona,villain,3560,46,villain,6.223418090022372,0.99992,250,250
harm,cross_persona,villain,3560,46,pathological_liar,3.5412402661133364,0.988288,250,250
harm,cross_persona,villain,3560,46,Aura,1.531493297456555,0.857552,250,250
harm,cross_persona,villain,3560,46,mathematician,1.348935843044994,0.826752,250,250
harm,cross_persona,villain,3560,46,neutral_long,2.0640395523071597,0.9266080000000001,250,250
harm,cross_persona,villain,3560,53,default,2.802461931687045,0.9732799999999999,250,250
harm,cross_persona,villain,3560,53,helpful_assistant,3.631781430343435,0.991296,250,250
harm,cross_persona,villain,3560,53,sadist,3.3640305791609473,0.9927360000000001,250,250
harm,cross_persona,villain,3560,53,villain,6.150994979804581,0.999392,250,250
harm,cross_persona,villain,3560,53,pathological_liar,4.247242118036107,0.995952,250,250
harm,cross_persona,villain,3560,53,Aura,2.4895575234502676,0.95672,250,250
harm,cross_persona,villain,3560,53,mathematician,3.0092944575483638,0.976336,250,250
harm,cross_persona,villain,3560,53,neutral_long,2.8764042505029717,0.972128,250,250
truth,default_sweep,default,1000,25,default,2.2117160438050893,0.940368,250,250
truth,default_sweep,default,1000,25,helpful_assistant,1.8276850938712152,0.9038400000000002,250,250
truth,default_sweep,default,1000,25,sadist,1.326263685103837,0.8277439999999999,250,250
truth,default_sweep,default,1000,25,villain,1.1737917007407004,0.800176,250,250
truth,default_sweep,default,1000,25,pathological_liar,0.8697720455668788,0.74856,250,250
truth,default_sweep,default,1000,25,Aura,1.0634620260702161,0.781088,250,250
truth,default_sweep,default,1000,25,mathematician,1.123790298422897,0.794816,250,250
truth,default_sweep,default,1000,25,neutral_long,0.9831221420134945,0.762352,250,250
truth,default_sweep,default,1000,32,default,3.338043697163443,0.982944,250,250
truth,default_sweep,default,1000,32,helpful_assistant,2.550169839631944,0.962288,250,250
truth,default_sweep,default,1000,32,sadist,0.6656104252296455,0.67912,250,250
truth,default_sweep,default,1000,32,villain,0.864569602790584,0.727904,250,250
truth,default_sweep,default,1000,32,pathological_liar,0.3223470816601379,0.6064959999999999,250,250
truth,default_sweep,default,1000,32,Aura,1.2743654616091258,0.8168,250,250
truth,default_sweep,default,1000,32,mathematician,0.9942004034582245,0.7562880000000001,250,250
truth,default_sweep,default,1000,32,neutral_long,0.8975110157228297,0.73792,250,250
truth,default_sweep,default,1000,39,default,3.075685073848145,0.9728640000000001,250,250
truth,default_sweep,default,1000,39,helpful_assistant,2.9088056252640238,0.976016,250,250
truth,default_sweep,default,1000,39,sadist,-0.2050904709644402,0.448256,250,250
truth,default_sweep,default,1000,39,villain,0.29050801116505187,0.584608,250,250
truth,default_sweep,default,1000,39,pathological_liar,0.49335565421899363,0.655424,250,250
truth,default_sweep,default,1000,39,Aura,0.5981605355250414,0.660768,250,250
truth,default_sweep,default,1000,39,mathematician,0.5986734881546458,0.65104,250,250
truth,default_sweep,default,1000,39,neutral_long,1.003216788109524,0.757888,250,250
truth,default_sweep,default,1000,46,default,3.005751981355845,0.967472,250,250
truth,default_sweep,default,1000,46,helpful_assistant,2.791723757407272,0.962496,250,250
truth,default_sweep,default,1000,46,sadist,-0.08396053073311643,0.481568,250,250
truth,default_sweep,default,1000,46,villain,1.2672497674282013,0.8133279999999998,250,250
truth,default_sweep,default,1000,46,pathological_liar,-0.2365985544516256,0.44255999999999995,250,250
truth,default_sweep,default,1000,46,Aura,0.8156689238411424,0.7311999999999997,250,250
truth,default_sweep,default,1000,46,mathematician,0.3459675186549871,0.5955999999999999,250,250
truth,default_sweep,default,1000,46,neutral_long,1.2685336073994335,0.8144480000000001,250,250
truth,default_sweep,default,1000,53,default,3.23490650828555,0.97592,250,250
truth,default_sweep,default,1000,53,helpful_assistant,2.8438442726518725,0.967072,250,250
truth,default_sweep,default,1000,53,sadist,0.24812198471909272,0.571472,250,250
truth,default_sweep,default,1000,53,villain,0.9654961840357317,0.75568,250,250
truth,default_sweep,default,1000,53,pathological_liar,-0.7563022805945627,0.298528,250,250
truth,default_sweep,default,1000,53,Aura,1.172798062792032,0.8011199999999999,250,250
truth,default_sweep,default,1000,53,mathematician,0.9986567600814065,0.762736,250,250
truth,default_sweep,default,1000,53,neutral_long,0.7060182809906325,0.688288,250,250
truth,default_sweep,default,200,25,default,2.2642055845863576,0.9385759999999999,250,250
truth,default_sweep,default,200,25,helpful_assistant,2.175181149439316,0.930016,250,250
truth,default_sweep,default,200,25,sadist,1.7557541996986308,0.8947680000000001,250,250
truth,default_sweep,default,200,25,villain,1.789871300142327,0.897744,250,250
truth,default_sweep,default,200,25,pathological_liar,1.5540843890544045,0.8698400000000002,250,250
truth,default_sweep,default,200,25,Aura,1.8797293524760597,0.903936,250,250
truth,default_sweep,default,200,25,mathematician,1.7220483962930686,0.8886240000000001,250,250
truth,default_sweep,default,200,25,neutral_long,1.6510443674308024,0.8811840000000001,250,250
truth,default_sweep,default,200,32,default,3.3418775800711336,0.982368,250,250
truth,default_sweep,default,200,32,helpful_assistant,3.0038302403193224,0.9701759999999999,250,250
truth,default_sweep,default,200,32,sadist,1.616702744563116,0.8796799999999999,250,250
truth,default_sweep,default,200,32,villain,1.783765115551569,0.8988,250,250
truth,default_sweep,default,200,32,pathological_liar,0.21324474514626135,0.55704,250,250
truth,default_sweep,default,200,32,Aura,2.257529730955966,0.9425760000000001,250,250
truth,default_sweep,default,200,32,mathematician,2.035145588020353,0.9224479999999999,250,250
truth,default_sweep,default,200,32,neutral_long,2.110063650911486,0.930976,250,250
truth,default_sweep,default,200,39,default,3.369464460340062,0.981936,250,250
truth,default_sweep,default,200,39,helpful_assistant,2.9171218054461887,0.9670400000000001,250,250
truth,default_sweep,default,200,39,sadist,1.1509922837932882,0.7976,250,250
truth,default_sweep,default,200,39,villain,1.739115022434471,0.89456,250,250
truth,default_sweep,default,200,39,pathological_liar,0.29495765410257563,0.57336,250,250
truth,default_sweep,default,200,39,Aura,1.5662751711226748,0.868976,250,250
truth,default_sweep,default,200,39,mathematician,1.6205531903423203,0.879424,250,250
truth,default_sweep,default,200,39,neutral_long,1.9700327619578606,0.912208,250,250
truth,default_sweep,default,200,46,default,3.284044409410767,0.9766400000000001,250,250
truth,default_sweep,default,200,46,helpful_assistant,0.9375170746791941,0.746976,250,250
truth,default_sweep,default,200,46,sadist,0.8423135924652204,0.7268479999999999,250,250
truth,default_sweep,default,200,46,villain,1.4005407342542477,0.845168,250,250
truth,default_sweep,default,200,46,pathological_liar,0.640390718495865,0.67504,250,250
truth,default_sweep,default,200,46,Aura,1.139402572990904,0.8018080000000001,250,250
truth,default_sweep,default,200,46,mathematician,1.1638924642856465,0.805648,250,250
truth,default_sweep,default,200,46,neutral_long,1.4335984437423468,0.852352,250,250
truth,default_sweep,default,200,53,default,3.2105402610097933,0.97752,250,250
truth,default_sweep,default,200,53,helpful_assistant,1.8746944438208595,0.912288,250,250
truth,default_sweep,default,200,53,sadist,0.7836143599364377,0.7127839999999999,250,250
truth,default_sweep,default,200,53,villain,1.5599485088674057,0.86976,250,250
truth,default_sweep,default,200,53,pathological_liar,-0.3667374028355374,0.386656,250,250
truth,default_sweep,default,200,53,Aura,1.3463826348458219,0.827936,250,250
truth,default_sweep,default,200,53,mathematician,1.6376221182069404,0.884864,250,250
truth,default_sweep,default,200,53,neutral_long,1.0804882784860228,0.775248,250,250
truth,default_sweep,default,4000,25,default,1.1189598611720462,0.807584,250,250
truth,default_sweep,default,4000,25,helpful_assistant,0.8001562304510531,0.72064,250,250
truth,default_sweep,default,4000,25,sadist,0.5892222989113557,0.6608959999999999,250,250
truth,default_sweep,default,4000,25,villain,0.6274093295271275,0.6748639999999999,250,250
truth,default_sweep,default,4000,25,pathological_liar,0.7364958740554075,0.721664,250,250
truth,default_sweep,default,4000,25,Aura,0.5902765343792261,0.661552,250,250
truth,default_sweep,default,4000,25,mathematician,0.5927317192976003,0.666208,250,250
truth,default_sweep,default,4000,25,neutral_long,0.48159062423909815,0.633072,250,250
truth,default_sweep,default,4000,32,default,1.8491114713219095,0.9054719999999999,250,250
truth,default_sweep,default,4000,32,helpful_assistant,2.142353388993536,0.929312,250,250
truth,default_sweep,default,4000,32,sadist,0.1874441646428444,0.550848,250,250
truth,default_sweep,default,4000,32,villain,0.7272842786748082,0.701328,250,250
truth,default_sweep,default,4000,32,pathological_liar,0.392937038247328,0.62248,250,250
truth,default_sweep,default,4000,32,Aura,0.4920007153151222,0.637136,250,250
truth,default_sweep,default,4000,32,mathematician,0.6775898586912157,0.689536,250,250
truth,default_sweep,default,4000,32,neutral_long,-0.2893708134664881,0.424288,250,250
truth,default_sweep,default,4000,39,default,1.892055666060241,0.9201119999999999,250,250
truth,default_sweep,default,4000,39,helpful_assistant,0.3310061937405008,0.602608,250,250
truth,default_sweep,default,4000,39,sadist,-0.712791285955809,0.31180800000000003,250,250
truth,default_sweep,default,4000,39,villain,-0.48194323518782506,0.369552,250,250
truth,default_sweep,default,4000,39,pathological_liar,-1.1211157267031062,0.20945599999999998,250,250
truth,default_sweep,default,4000,39,Aura,-1.048728482012203,0.23070399999999996,250,250
truth,default_sweep,default,4000,39,mathematician,-0.5230830130020314,0.35416000000000003,250,250
truth,default_sweep,default,4000,39,neutral_long,-0.5107349782469175,0.349504,250,250
truth,default_sweep,default,4000,46,default,1.699214587397927,0.899024,250,250
truth,default_sweep,default,4000,46,helpful_assistant,-0.4087007651081626,0.378896,250,250
truth,default_sweep,default,4000,46,sadist,-0.18947097615254496,0.44980800000000004,250,250
truth,default_sweep,default,4000,46,villain,-0.9139154961881557,0.2572,250,250
truth,default_sweep,default,4000,46,pathological_liar,0.8952832509629906,0.74912,250,250
truth,default_sweep,default,4000,46,Aura,0.5553809352788327,0.66192,250,250
truth,default_sweep,default,4000,46,mathematician,-0.8443964860990482,0.26811199999999996,250,250
truth,default_sweep,default,4000,46,neutral_long,-0.36937217221749963,0.38502400000000003,250,250
truth,default_sweep,default,4000,53,default,1.881272125055231,0.9034719999999999,250,250
truth,default_sweep,default,4000,53,helpful_assistant,0.738130205183234,0.6965760000000001,250,250
truth,default_sweep,default,4000,53,sadist,0.7045631662351133,0.6897280000000001,250,250
truth,default_sweep,default,4000,53,villain,0.6671341475608354,0.6826080000000001,250,250
truth,default_sweep,default,4000,53,pathological_liar,0.5322062427100078,0.6435200000000001,250,250
truth,default_sweep,default,4000,53,Aura,-0.035889199255955434,0.504336,250,250
truth,default_sweep,default,4000,53,mathematician,0.0475219432989423,0.516432,250,250
truth,default_sweep,default,4000,53,neutral_long,0.2741283520856583,0.57744,250,250
truth,default_sweep,default,50,25,default,2.2380642916884277,0.939568,250,250
truth,default_sweep,default,50,25,helpful_assistant,2.1800217053102373,0.9339839999999999,250,250
truth,default_sweep,default,50,25,sadist,1.3979238049269287,0.8377760000000001,250,250
truth,default_sweep,default,50,25,villain,1.43682052218687,0.844128,250,250
truth,default_sweep,default,50,25,pathological_liar,1.2310441972588158,0.814368,250,250
truth,default_sweep,default,50,25,Aura,1.7742240829658478,0.893984,250,250
truth,default_sweep,default,50,25,mathematician,1.6500244384609326,0.8802239999999999,250,250
truth,default_sweep,default,50,25,neutral_long,1.5940529639259369,0.868608,250,250
truth,default_sweep,default,50,32,default,3.130213348140094,0.976896,250,250
truth,default_sweep,default,50,32,helpful_assistant,3.267059689744758,0.976896,250,250
truth,default_sweep,default,50,32,sadist,1.5069645740527213,0.8565119999999999,250,250
truth,default_sweep,default,50,32,villain,2.1845494021077165,0.928304,250,250
truth,default_sweep,default,50,32,pathological_liar,1.2250297578491318,0.8061119999999999,250,250
truth,default_sweep,default,50,32,Aura,2.38794899104334,0.947776,250,250
truth,default_sweep,default,50,32,mathematician,2.299703238026614,0.939904,250,250
truth,default_sweep,default,50,32,neutral_long,2.482021620552133,0.9485919999999999,250,250
truth,default_sweep,default,50,39,default,3.0317214676465816,0.972336,250,250
truth,default_sweep,default,50,39,helpful_assistant,3.2942040029864255,0.9769599999999999,250,250
truth,default_sweep,default,50,39,sadist,1.2981555883054225,0.8211679999999999,250,250
truth,default_sweep,default,50,39,villain,2.183182503344347,0.929152,250,250
truth,default_sweep,default,50,39,pathological_liar,1.8728406858869902,0.90744,250,250
truth,default_sweep,default,50,39,Aura,1.8843710289660769,0.902128,250,250
truth,default_sweep,default,50,39,mathematician,2.004642075153612,0.91784,250,250
truth,default_sweep,default,50,39,neutral_long,2.036652510861721,0.918256,250,250
truth,default_sweep,default,50,46,default,3.1765606441745518,0.976576,250,250
truth,default_sweep,default,50,46,helpful_assistant,3.09552137892718,0.974144,250,250
truth,default_sweep,default,50,46,sadist,0.7019491534244016,0.699952,250,250
truth,default_sweep,default,50,46,villain,1.448451929886871,0.847856,250,250
truth,default_sweep,default,50,46,pathological_liar,0.07542112732024724,0.512864,250,250
truth,default_sweep,default,50,46,Aura,1.7449389954193977,0.89712,250,250
truth,default_sweep,default,50,46,mathematician,1.534882384469358,0.86304,250,250
truth,default_sweep,default,50,46,neutral_long,1.9263482155654457,0.907248,250,250
truth,default_sweep,default,50,53,default,3.1561623585263483,0.974976,250,250
truth,default_sweep,default,50,53,helpful_assistant,2.9217037961069976,0.967328,250,250
truth,default_sweep,default,50,53,sadist,0.8500066112461645,0.730256,250,250
truth,default_sweep,default,50,53,villain,1.6966674800160102,0.8817119999999999,250,250
truth,default_sweep,default,50,53,pathological_liar,-0.02269087060153324,0.48656,250,250
truth,default_sweep,default,50,53,Aura,1.7115822275317487,0.89744,250,250
truth,default_sweep,default,50,53,mathematician,1.6838279441374637,0.8867839999999999,250,250
truth,default_sweep,default,50,53,neutral_long,1.4207269220120593,0.8423680000000001,250,250
truth,mixed_persona,mixed4,4000,25,default,0.673169923584285,0.6936960000000001,250,250
truth,mixed_persona,mixed4,4000,25,helpful_assistant,0.593616822241811,0.674928,250,250
truth,mixed_persona,mixed4,4000,25,sadist,1.0399677540495678,0.7791999999999999,250,250
truth,mixed_persona,mixed4,4000,25,villain,0.9988460712806241,0.7755999999999998,250,250
truth,mixed_persona,mixed4,4000,25,pathological_liar,1.1551226235491503,0.808128,250,250
truth,mixed_persona,mixed4,4000,25,Aura,0.5055479206713628,0.63952,250,250
truth,mixed_persona,mixed4,4000,25,mathematician,0.3775023893760659,0.6082400000000001,250,250
truth,mixed_persona,mixed4,4000,25,neutral_long,0.7520081131460052,0.7021280000000001,250,250
truth,mixed_persona,mixed4,4000,32,default,1.455153150486246,0.854848,250,250
truth,mixed_persona,mixed4,4000,32,helpful_assistant,1.2506930645902143,0.8126399999999999,250,250
truth,mixed_persona,mixed4,4000,32,sadist,1.787073201759844,0.8981279999999999,250,250
truth,mixed_persona,mixed4,4000,32,villain,1.8858970558441925,0.913776,250,250
truth,mixed_persona,mixed4,4000,32,pathological_liar,2.170810281217328,0.939952,250,250
truth,mixed_persona,mixed4,4000,32,Aura,1.5053485185800168,0.8621280000000001,250,250
truth,mixed_persona,mixed4,4000,32,mathematician,0.8626695652796683,0.73248,250,250
truth,mixed_persona,mixed4,4000,32,neutral_long,1.6358750701884486,0.879424,250,250
truth,mixed_persona,mixed4,4000,39,default,1.2287554276334842,0.819424,250,250
truth,mixed_persona,mixed4,4000,39,helpful_assistant,0.05260353004848425,0.51752,250,250
truth,mixed_persona,mixed4,4000,39,sadist,1.7730768603649487,0.8985920000000001,250,250
truth,mixed_persona,mixed4,4000,39,villain,1.7766917328348222,0.8988480000000001,250,250
truth,mixed_persona,mixed4,4000,39,pathological_liar,2.1777189860898036,0.9403519999999999,250,250
truth,mixed_persona,mixed4,4000,39,Aura,0.4438857892185389,0.6324639999999999,250,250
truth,mixed_persona,mixed4,4000,39,mathematician,0.09730166493048732,0.510272,250,250
truth,mixed_persona,mixed4,4000,39,neutral_long,0.09646089611692132,0.535552,250,250
truth,mixed_persona,mixed4,4000,46,default,1.2456399418216293,0.8311040000000001,250,250
truth,mixed_persona,mixed4,4000,46,helpful_assistant,-0.31319102599306536,0.399664,250,250
truth,mixed_persona,mixed4,4000,46,sadist,1.575330742588852,0.870288,250,250
truth,mixed_persona,mixed4,4000,46,villain,1.7255631926854933,0.8873599999999999,250,250
truth,mixed_persona,mixed4,4000,46,pathological_liar,1.848401323376792,0.906352,250,250
truth,mixed_persona,mixed4,4000,46,Aura,-0.15317981291842658,0.454832,250,250
truth,mixed_persona,mixed4,4000,46,mathematician,1.5475865491827483,0.873856,250,250
truth,mixed_persona,mixed4,4000,46,neutral_long,0.5490260796584623,0.6514719999999999,250,250
truth,mixed_persona,mixed4,4000,53,default,1.124582410650506,0.795248,250,250
truth,mixed_persona,mixed4,4000,53,helpful_assistant,-0.04318143586727383,0.48323199999999994,250,250
truth,mixed_persona,mixed4,4000,53,sadist,1.3449844584117643,0.8366399999999998,250,250
truth,mixed_persona,mixed4,4000,53,villain,1.2913023194538207,0.823536,250,250
truth,mixed_persona,mixed4,4000,53,pathological_liar,1.7162150628532775,0.885776,250,250
truth,mixed_persona,mixed4,4000,53,Aura,0.12948059380199564,0.5361119999999999,250,250
truth,mixed_persona,mixed4,4000,53,mathematician,-0.2816767043083647,0.43328,250,250
truth,mixed_persona,mixed4,4000,53,neutral_long,1.0071970742729424,0.76312,250,250
truth,cross_persona,default,4000,25,default,1.1189598611720462,0.807584,250,250
truth,cross_persona,default,4000,25,helpful_assistant,0.8001562304510531,0.72064,250,250
truth,cross_persona,default,4000,25,sadist,0.5892222989113557,0.6608959999999999,250,250
truth,cross_persona,default,4000,25,villain,0.6274093295271275,0.6748639999999999,250,250
truth,cross_persona,default,4000,25,pathological_liar,0.7364958740554075,0.721664,250,250
truth,cross_persona,default,4000,25,Aura,0.5902765343792261,0.661552,250,250
truth,cross_persona,default,4000,25,mathematician,0.5927317192976003,0.666208,250,250
truth,cross_persona,default,4000,25,neutral_long,0.48159062423909815,0.633072,250,250
truth,cross_persona,default,4000,32,default,1.8491114713219095,0.9054719999999999,250,250
truth,cross_persona,default,4000,32,helpful_assistant,2.142353388993536,0.929312,250,250
truth,cross_persona,default,4000,32,sadist,0.1874441646428444,0.550848,250,250
truth,cross_persona,default,4000,32,villain,0.7272842786748082,0.701328,250,250
truth,cross_persona,default,4000,32,pathological_liar,0.392937038247328,0.62248,250,250
truth,cross_persona,default,4000,32,Aura,0.4920007153151222,0.637136,250,250
truth,cross_persona,default,4000,32,mathematician,0.6775898586912157,0.689536,250,250
truth,cross_persona,default,4000,32,neutral_long,-0.2893708134664881,0.424288,250,250
truth,cross_persona,default,4000,39,default,1.892055666060241,0.9201119999999999,250,250
truth,cross_persona,default,4000,39,helpful_assistant,0.3310061937405008,0.602608,250,250
truth,cross_persona,default,4000,39,sadist,-0.712791285955809,0.31180800000000003,250,250
truth,cross_persona,default,4000,39,villain,-0.48194323518782506,0.369552,250,250
truth,cross_persona,default,4000,39,pathological_liar,-1.1211157267031062,0.20945599999999998,250,250
truth,cross_persona,default,4000,39,Aura,-1.048728482012203,0.23070399999999996,250,250
truth,cross_persona,default,4000,39,mathematician,-0.5230830130020314,0.35416000000000003,250,250
truth,cross_persona,default,4000,39,neutral_long,-0.5107349782469175,0.349504,250,250
truth,cross_persona,default,4000,46,default,1.699214587397927,0.899024,250,250
truth,cross_persona,default,4000,46,helpful_assistant,-0.4087007651081626,0.378896,250,250
truth,cross_persona,default,4000,46,sadist,-0.18947097615254496,0.44980800000000004,250,250
truth,cross_persona,default,4000,46,villain,-0.9139154961881557,0.2572,250,250
truth,cross_persona,default,4000,46,pathological_liar,0.8952832509629906,0.74912,250,250
truth,cross_persona,default,4000,46,Aura,0.5553809352788327,0.66192,250,250
truth,cross_persona,default,4000,46,mathematician,-0.8443964860990482,0.26811199999999996,250,250
truth,cross_persona,default,4000,46,neutral_long,-0.36937217221749963,0.38502400000000003,250,250
truth,cross_persona,default,4000,53,default,1.881272125055231,0.9034719999999999,250,250
truth,cross_persona,default,4000,53,helpful_assistant,0.738130205183234,0.6965760000000001,250,250
truth,cross_persona,default,4000,53,sadist,0.7045631662351133,0.6897280000000001,250,250
truth,cross_persona,default,4000,53,villain,0.6671341475608354,0.6826080000000001,250,250
truth,cross_persona,default,4000,53,pathological_liar,0.5322062427100078,0.6435200000000001,250,250
truth,cross_persona,default,4000,53,Aura,-0.035889199255955434,0.504336,250,250
truth,cross_persona,default,4000,53,mathematician,0.0475219432989423,0.516432,250,250
truth,cross_persona,default,4000,53,neutral_long,0.2741283520856583,0.57744,250,250
truth,cross_persona,pathological_liar,4000,25,default,0.2520240311432887,0.58424,250,250
truth,cross_persona,pathological_liar,4000,25,helpful_assistant,0.47084798599036637,0.6596,250,250
truth,cross_persona,pathological_liar,4000,25,sadist,0.5147909646452131,0.6484479999999999,250,250
truth,cross_persona,pathological_liar,4000,25,villain,0.2698902631756979,0.5811679999999999,250,250
truth,cross_persona,pathological_liar,4000,25,pathological_liar,1.5984260370570247,0.877408,250,250
truth,cross_persona,pathological_liar,4000,25,Aura,-0.19331567662235888,0.438144,250,250
truth,cross_persona,pathological_liar,4000,25,mathematician,-0.13256894911781614,0.46174400000000004,250,250
truth,cross_persona,pathological_liar,4000,25,neutral_long,-0.33564256997130165,0.40670399999999995,250,250
truth,cross_persona,pathological_liar,4000,32,default,1.0344588130828607,0.775728,250,250
truth,cross_persona,pathological_liar,4000,32,helpful_assistant,1.4013577749324162,0.8388000000000001,250,250
truth,cross_persona,pathological_liar,4000,32,sadist,0.35936643522571343,0.603376,250,250
truth,cross_persona,pathological_liar,4000,32,villain,0.5986299976730997,0.6610559999999999,250,250
truth,cross_persona,pathological_liar,4000,32,pathological_liar,1.9352161974441433,0.912944,250,250
truth,cross_persona,pathological_liar,4000,32,Aura,1.4289125268955636,0.844608,250,250
truth,cross_persona,pathological_liar,4000,32,mathematician,0.7629801953639411,0.705632,250,250
truth,cross_persona,pathological_liar,4000,32,neutral_long,0.2086000116879718,0.559072,250,250
truth,cross_persona,pathological_liar,4000,39,default,1.722932035680285,0.8816160000000001,250,250
truth,cross_persona,pathological_liar,4000,39,helpful_assistant,1.3144738235363347,0.821056,250,250
truth,cross_persona,pathological_liar,4000,39,sadist,0.4708404336068879,0.630272,250,250
truth,cross_persona,pathological_liar,4000,39,villain,0.09637480478209162,0.518432,250,250
truth,cross_persona,pathological_liar,4000,39,pathological_liar,1.7112094419676263,0.893888,250,250
truth,cross_persona,pathological_liar,4000,39,Aura,0.7149345583154018,0.694944,250,250
truth,cross_persona,pathological_liar,4000,39,mathematician,1.4028081232498626,0.83952,250,250
truth,cross_persona,pathological_liar,4000,39,neutral_long,0.48964589696099664,0.642016,250,250
truth,cross_persona,pathological_liar,4000,46,default,0.8762220874720679,0.731152,250,250
truth,cross_persona,pathological_liar,4000,46,helpful_assistant,-0.3447725374897423,0.382224,250,250
truth,cross_persona,pathological_liar,4000,46,sadist,0.31362305063290846,0.5922879999999999,250,250
truth,cross_persona,pathological_liar,4000,46,villain,0.3783011218852485,0.6108959999999999,250,250
truth,cross_persona,pathological_liar,4000,46,pathological_liar,1.651316407454283,0.8817440000000001,250,250
truth,cross_persona,pathological_liar,4000,46,Aura,-0.14827821429881868,0.45841600000000005,250,250
truth,cross_persona,pathological_liar,4000,46,mathematician,-0.06945570945795417,0.466816,250,250
truth,cross_persona,pathological_liar,4000,46,neutral_long,0.038236568250429356,0.509296,250,250
truth,cross_persona,pathological_liar,4000,53,default,-1.3984428766364578,0.15555199999999997,250,250
truth,cross_persona,pathological_liar,4000,53,helpful_assistant,-0.3055556588396955,0.4139840000000001,250,250
truth,cross_persona,pathological_liar,4000,53,sadist,-0.6944655144754144,0.30366400000000004,250,250
truth,cross_persona,pathological_liar,4000,53,villain,0.028127626086807116,0.49238400000000004,250,250
truth,cross_persona,pathological_liar,4000,53,pathological_liar,1.5203871419275188,0.863248,250,250
truth,cross_persona,pathological_liar,4000,53,Aura,-0.3460676163985674,0.39512,250,250
truth,cross_persona,pathological_liar,4000,53,mathematician,0.49584589985022903,0.630544,250,250
truth,cross_persona,pathological_liar,4000,53,neutral_long,-0.011824623792215347,0.5096160000000001,250,250
truth,cross_persona,sadist,4000,25,default,0.40879292302898446,0.623408,250,250
truth,cross_persona,sadist,4000,25,helpful_assistant,0.6674842085342697,0.6869599999999999,250,250
truth,cross_persona,sadist,4000,25,sadist,0.9106504594227776,0.76264,250,250
truth,cross_persona,sadist,4000,25,villain,0.4724146821207389,0.65,250,250
truth,cross_persona,sadist,4000,25,pathological_liar,1.2180968641204482,0.806208,250,250
truth,cross_persona,sadist,4000,25,Aura,0.003492758388838329,0.5020640000000001,250,250
truth,cross_persona,sadist,4000,25,mathematician,0.024236687264399332,0.503216,250,250
truth,cross_persona,sadist,4000,25,neutral_long,0.3028479695030132,0.580656,250,250
truth,cross_persona,sadist,4000,32,default,0.42059674706779576,0.61752,250,250
truth,cross_persona,sadist,4000,32,helpful_assistant,0.8246900594985819,0.7261759999999999,250,250
truth,cross_persona,sadist,4000,32,sadist,1.324724946005696,0.8419679999999999,250,250
truth,cross_persona,sadist,4000,32,villain,0.8096128648452986,0.7339040000000001,250,250
truth,cross_persona,sadist,4000,32,pathological_liar,-0.3201295145453227,0.418896,250,250
truth,cross_persona,sadist,4000,32,Aura,0.5856780752786104,0.665168,250,250
truth,cross_persona,sadist,4000,32,mathematician,0.7359624450128253,0.705712,250,250
truth,cross_persona,sadist,4000,32,neutral_long,0.5970843231258596,0.6806240000000001,250,250
truth,cross_persona,sadist,4000,39,default,1.621634183337438,0.8736,250,250
truth,cross_persona,sadist,4000,39,helpful_assistant,0.5802282560467316,0.6606080000000001,250,250
truth,cross_persona,sadist,4000,39,sadist,1.3730194499369655,0.835072,250,250
truth,cross_persona,sadist,4000,39,villain,0.5559547388843101,0.66448,250,250
truth,cross_persona,sadist,4000,39,pathological_liar,-0.1539894809105256,0.455088,250,250
truth,cross_persona,sadist,4000,39,Aura,0.8257117066623577,0.720432,250,250
truth,cross_persona,sadist,4000,39,mathematician,0.6213018572795513,0.6715040000000001,250,250
truth,cross_persona,sadist,4000,39,neutral_long,1.1147445622727288,0.7957599999999999,250,250
truth,cross_persona,sadist,4000,46,default,0.8316823369610901,0.7223839999999999,250,250
truth,cross_persona,sadist,4000,46,helpful_assistant,0.39312917487473714,0.598384,250,250
truth,cross_persona,sadist,4000,46,sadist,1.3356986207151587,0.837456,250,250
truth,cross_persona,sadist,4000,46,villain,1.2829478189721264,0.815264,250,250
truth,cross_persona,sadist,4000,46,pathological_liar,0.3908665784104851,0.5952160000000001,250,250
truth,cross_persona,sadist,4000,46,Aura,-0.26683973007298156,0.4268,250,250
truth,cross_persona,sadist,4000,46,mathematician,0.38340520714715826,0.609184,250,250
truth,cross_persona,sadist,4000,46,neutral_long,0.47840459124309725,0.6280159999999999,250,250
truth,cross_persona,sadist,4000,53,default,-0.8316183263368899,0.27846400000000004,250,250
truth,cross_persona,sadist,4000,53,helpful_assistant,0.8492431987816017,0.7259200000000001,250,250
truth,cross_persona,sadist,4000,53,sadist,1.243288830235539,0.818784,250,250
