train_persona,Aura,default,mathematician,neutral_long,pathological_liar,sadist,villain
default,-1.048728346824646,1.8920555114746094,-0.844396710395813,-0.5107348561286926,-1.1211163997650146,-0.7127909660339355,-0.9139156937599182
pathological_liar,1.428911566734314,1.72293221950531,1.4028078317642212,0.4896461069583893,1.935218095779419,-0.6944658160209656,0.5986295938491821
sadist,0.825711190700531,1.621634602546692,1.4530311822891235,1.1147441864013672,1.269103765487671,1.3730230331420898,1.2829480171203613
villain,1.3709999322891235,1.87012779712677,1.2144014835357666,1.213940143585205,1.2147659063339233,0.7702206969261169,1.338562250137329
